,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_glide_XP_ClBr,r_glide_XP_Electro,r_glide_XP_GScore,r_glide_XP_HBond,i_glide_XP_impact_version,r_glide_XP_LipophilicEvdW,r_glide_XP_LowMW,r_glide_XP_Penalties,r_glide_XP_HBPenal,r_glide_XP_ExposPenal,r_glide_XP_RotPenal,r_glide_XP_PhobEn,r_glide_XP_PhobEnHB,r_glide_XP_PhobEnPairHB,r_glide_XP_PiCat,r_glide_XP_PiStack,i_glide_XP_PoseRank,r_glide_XP_Sitemap,r_glide_XP_Zpotr,r_i_glide_gscore,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_energy,r_i_glide_einternal,r_i_glide_emodel
188,Z247390586,1847,Done,56.53,-10.6648,glide-grid_6eti,,,-10.6648,-0.00317421,,,,,,,,,,,,,1.0,,,-10.6648,-55.389,-4.17871,-59.5677,10.834,-90.5556
190,Z2143782877,19464,Done,67.01,-10.6564,glide-grid_6eti,,,-10.6564,0.0,,,,,,,,,,,,,1.0,,,-10.6564,-33.5466,-4.04516,-37.5918,10.428,-57.115
191,Z57747714,20398,Done,66.6,-10.6436,glide-grid_6eti,,,-10.6436,-0.7,,,,,,,,,,,,,1.0,,,-10.6436,-43.741,-3.50351,-47.2445,1.26155,-70.5237
192,Z1507481404,5850,Done,96.59,-10.6386,glide-grid_6eti,,,-10.6386,-0.513289,,,,,,,,,,,,,1.0,,,-10.6386,-56.4641,-5.4053,-61.8694,1.82787,-102.52
194,Z3867031291,14581,Done,88.78,-10.6315,glide-grid_6eti,,,-10.6315,-0.7,,,,,,,,,,,,,1.0,,,-10.6315,-47.8707,-5.12668,-52.9974,5.42141,-82.3898
195,Z3686860542,4998,Done,112.82,-10.6295,glide-grid_6eti,,,-10.6295,-0.453058,,,,,,,,,,,,,1.0,,,-10.6295,-42.5067,-7.25102,-49.7577,7.3763,-71.3213
196,Z1753998310,2033,Done,67.7,-10.6265,glide-grid_6eti,,,-10.6265,0.0,,,,,,,,,,,,,1.0,,,-10.6265,-46.973,-5.51322,-52.4862,8.39663,-72.5182
198,Z1270414449,9455,Done,81.15,-10.6219,glide-grid_6eti,,,-10.6219,-1.16017,,,,,,,,,,,,,1.0,,,-10.6219,-36.3313,-8.77393,-45.1052,11.4871,-61.8576
199,Z3063545424,2167,Done,123.66,-10.6166,glide-grid_6eti,,,-10.6166,-1.44,,,,,,,,,,,,,1.0,,,-10.6166,-35.5967,-5.03006,-40.6267,14.196,-52.2752
200,Z815838750,724,Done,93.31,-10.6149,glide-grid_6eti,,,-10.6149,-0.7,,,,,,,,,,,,,1.0,,,-10.6149,-45.2764,-4.69892,-49.9753,2.50549,-84.3538
201,Z826347888,16041,Done,162.68,-10.6133,glide-grid_6eti,,,-10.6133,0.0,,,,,,,,,,,,,1.0,,,-10.6133,-54.5148,-2.5905,-57.1053,9.15561,-88.8382
202,Z1738487383,9812,Done,109.9,-10.6054,glide-grid_6eti,,,-10.6054,-0.96,,,,,,,,,,,,,1.0,,,-10.6054,-45.5005,-5.12411,-50.6246,6.36492,-78.9158
203,Z1269849522,16887,Done,62.62,-10.6024,glide-grid_6eti,,,-10.6024,-0.540191,,,,,,,,,,,,,1.0,,,-10.6024,-41.3365,-5.03559,-46.3721,4.07576,-66.4037
204,Z1583254262,9050,Done,42.61,-10.6019,glide-grid_6eti,,,-10.6019,0.0,,,,,,,,,,,,,1.0,,,-10.6019,-53.8563,-1.94214,-55.7985,5.34669,-80.5648
206,Z2012462622,2362,Done,85.26,-10.5929,glide-grid_6eti,,,-10.5929,0.0,,,,,,,,,,,,,1.0,,,-10.5929,-44.6148,-4.70457,-49.3194,1.13185,-76.598
207,Z2157916546,10542,Done,65.93,-10.5918,glide-grid_6eti,,,-10.5918,-0.7,,,,,,,,,,,,,1.0,,,-10.5918,-51.4991,-1.92484,-53.424,2.14024,-74.0595
208,Z2303594064,8322,Done,50.46,-10.5913,glide-grid_6eti,,,-10.5913,-0.696131,,,,,,,,,,,,,1.0,,,-10.5913,-38.2302,-6.33431,-44.5645,2.58597,-68.6921
209,Z2072723034,13594,Done,165.41,-10.59,glide-grid_6eti,,,-10.59,-1.23737,,,,,,,,,,,,,1.0,,,-10.59,-50.9161,-6.55319,-57.4693,11.054,-88.8694
211,Z2042777146,5761,Done,145.43,-10.5868,glide-grid_6eti,,,-10.5868,-0.555515,,,,,,,,,,,,,1.0,,,-10.5868,-49.3429,-4.6233,-53.9662,1.4454,-89.1888
215,Z424637306,10333,Done,94.37,-10.5749,glide-grid_6eti,,,-10.5749,0.0,,,,,,,,,,,,,1.0,,,-10.5749,-60.4445,-6.03219,-66.4767,10.42,-107.558
216,Z1625846926,17342,Done,78.17,-10.5704,glide-grid_6eti,,,-10.5704,-0.235106,,,,,,,,,,,,,1.0,,,-10.5704,-47.7627,-5.48159,-53.2443,7.55919,-80.4022
217,Z1323850807,19608,Done,69.67,-10.5682,glide-grid_6eti,,,-10.5682,0.0,,,,,,,,,,,,,1.0,,,-10.5682,-42.9658,-5.93505,-48.9009,4.5305,-68.5235
218,Z1656153286,6162,Done,87.83,-10.5661,glide-grid_6eti,,,-10.5661,-0.7,,,,,,,,,,,,,1.0,,,-10.5661,-41.909,-5.69156,-47.6006,6.46527,-83.3799
220,Z2015432482,16714,Done,83.08,-10.5605,glide-grid_6eti,,,-10.5605,-0.96,,,,,,,,,,,,,1.0,,,-10.5605,-43.3028,-5.79368,-49.0965,8.60165,-74.9726
221,Z1554085882,705,Done,54.86,-10.5569,glide-grid_6eti,,,-10.5569,-0.912657,,,,,,,,,,,,,1.0,,,-10.5569,-39.2742,-4.09484,-43.369,8.05424,-58.507
222,Z2053543976,17904,Done,92.94,-10.5565,glide-grid_6eti,,,-10.5565,0.0,,,,,,,,,,,,,1.0,,,-10.5565,-46.0077,-6.33131,-52.339,9.58264,-72.8863
224,Z1498894277,19258,Done,102.59,-10.5518,glide-grid_6eti,,,-10.5518,-0.7,,,,,,,,,,,,,1.0,,,-10.5518,-38.8067,-6.39145,-45.1982,10.1425,-65.3145
227,Z1626047540,11511,Done,110.61,-10.5463,glide-grid_6eti,,,-10.5463,-0.208323,,,,,,,,,,,,,1.0,,,-10.5463,-57.2733,-1.68594,-58.9593,0.0,-89.2967
228,Z1548638942,10425,Done,97.28,-10.5455,glide-grid_6eti,,,-10.5455,-0.207184,,,,,,,,,,,,,1.0,,,-10.5455,-43.3014,-4.25358,-47.555,4.94861,-71.2691
229,Z2000194366,10666,Done,84.8,-10.545,glide-grid_6eti,,,-10.545,0.0,,,,,,,,,,,,,1.0,,,-10.545,-53.8257,0.452859,-53.3729,3.35953,-94.068
230,Z489078316,17722,Done,140.59,-10.5383,glide-grid_6eti,,,-10.5383,-0.414874,,,,,,,,,,,,,1.0,,,-10.5383,-41.6063,-5.13808,-46.7443,5.87393,-69.4606
231,Z807751724,12837,Done,35.66,-10.5335,glide-grid_6eti,,,-10.5335,-0.323127,,,,,,,,,,,,,1.0,,,-10.5335,-52.9176,-2.36101,-55.2786,2.9373,-88.6038
232,Z1067559156,12652,Done,26.86,-10.5329,glide-grid_6eti,,,-10.5329,-0.7,,,,,,,,,,,,,1.0,,,-10.5329,-42.2267,-5.86032,-48.087,2.18782,-77.4092
233,Z1416599455,6055,Done,210.07,-10.5327,glide-grid_6eti,,,-10.5327,-1.08502,,,,,,,,,,,,,1.0,,,-10.5327,-38.3382,-6.44296,-44.7811,5.8928,-68.0077
235,Z2464699879,2876,Done,63.63,-10.525,glide-grid_6eti,,,-10.525,0.0,,,,,,,,,,,,,1.0,,,-10.525,-39.4115,-7.7357,-47.1472,4.88738,-68.644
236,Z3687121657,17961,Done,126.66,-10.5244,glide-grid_6eti,,,-10.5244,-0.7,,,,,,,,,,,,,1.0,,,-10.5244,-40.3531,-8.78768,-49.1408,9.7459,-69.9068
237,Z1456519582,10368,Done,71.34,-10.5242,glide-grid_6eti,,,-10.5242,0.0,,,,,,,,,,,,,1.0,,,-10.5242,-51.3939,-2.15989,-53.5538,2.69955,-85.8351
238,Z1752434173,6061,Done,78.95,-10.5193,glide-grid_6eti,,,-10.5193,-1.18,,,,,,,,,,,,,1.0,,,-10.5193,-49.3725,-6.56649,-55.939,15.3949,-76.4839
239,Z1548929192,8968,Done,119.49,-10.5156,glide-grid_6eti,,,-10.5156,-0.48,,,,,,,,,,,,,1.0,,,-10.5156,-49.4144,-2.17167,-51.5861,21.3856,-74.409
241,Z1005186888,4501,Done,104.43,-10.5142,glide-grid_6eti,,,-10.5142,0.0,,,,,,,,,,,,,1.0,,,-10.5142,-45.9313,-7.08524,-53.0166,3.09385,-81.9131
244,Z756430988,12757,Done,55.71,-10.4993,glide-grid_6eti,,,-10.4993,-1.19414,,,,,,,,,,,,,1.0,,,-10.4993,-40.0135,-7.31399,-47.3275,4.95642,-68.433
245,Z2967622546,16944,Done,57.51,-10.4974,glide-grid_6eti,,,-10.4974,-0.993599,,,,,,,,,,,,,1.0,,,-10.4974,-44.5257,-5.90979,-50.4355,1.0033,-80.6134
246,Z826494548,10721,Done,124.5,-10.4968,glide-grid_6eti,,,-10.4968,-1.76949,,,,,,,,,,,,,1.0,,,-10.4968,-46.7292,-6.61617,-53.3454,4.83786,-86.8478
247,Z1558835189,11319,Done,94.09,-10.4951,glide-grid_6eti,,,-10.4951,-1.04829,,,,,,,,,,,,,1.0,,,-10.4951,-47.6911,-6.32562,-54.0167,0.760169,-89.4473
248,Z1522308065,1838,Done,99.88,-10.491,glide-grid_6eti,,,-10.491,-0.96,,,,,,,,,,,,,1.0,,,-10.491,-35.6409,-6.76564,-42.4065,5.72918,-57.0768
249,Z3687057083,16574,Done,134.71,-10.4869,glide-grid_6eti,,,-10.4869,-1.31321,,,,,,,,,,,,,1.0,,,-10.4869,-40.1575,-8.62529,-48.7828,5.9752,-76.1651
250,Z1587519681,17939,Done,61.21,-10.4867,glide-grid_6eti,,,-10.4867,0.0,,,,,,,,,,,,,1.0,,,-10.4867,-41.2333,-3.36477,-44.5981,6.90629,-66.6677
251,Z1603609368,14934,Done,30.67,-10.4845,glide-grid_6eti,,,-10.4845,-1.32941,,,,,,,,,,,,,1.0,,,-10.4845,-38.5268,-8.02156,-46.5484,6.40651,-60.4727
252,Z1548038452,19450,Done,37.27,-10.4829,glide-grid_6eti,,,-10.4829,-0.7,,,,,,,,,,,,,1.0,,,-10.4829,-47.6359,-5.09838,-52.7342,1.49114,-80.1775
253,Z1522107634,16253,Done,93.6,-10.4829,glide-grid_6eti,,,-10.4829,-0.826748,,,,,,,,,,,,,1.0,,,-10.4829,-41.7767,-6.49652,-48.2732,2.45953,-72.5192
254,Z2158373225,16226,Done,46.12,-10.4806,glide-grid_6eti,,,-10.4806,-0.7,,,,,,,,,,,,,1.0,,,-10.4806,-48.7304,-3.08544,-51.8159,0.0675974,-85.363
256,Z400661712,4313,Done,133.84,-10.4796,glide-grid_6eti,,,-10.4796,-1.56706,,,,,,,,,,,,,1.0,,,-10.4796,-45.7541,-10.2083,-55.9623,6.19068,-83.8413
257,Z1501058244,17057,Done,91.95,-10.4756,glide-grid_6eti,,,-10.4756,-0.90664,,,,,,,,,,,,,1.0,,,-10.4756,-44.5767,0.196882,-44.3799,1.7745,-67.3026
258,Z2000545972,83,Done,147.56,-10.4735,glide-grid_6eti,,,-10.4735,0.0,,,,,,,,,,,,,1.0,,,-10.4735,-59.6275,0.58607,-59.0414,2.06412,-96.8723
259,Z2047121956,14230,Done,94.86,-10.4725,glide-grid_6eti,,,-10.4725,-0.47242,,,,,,,,,,,,,1.0,,,-10.4725,-53.4624,-3.36707,-56.8295,2.2289,-92.708
262,Z1344220892,11063,Done,98.64,-10.4615,glide-grid_6eti,,,-10.4615,-0.7,,,,,,,,,,,,,1.0,,,-10.4615,-48.0163,-8.49671,-56.513,12.1622,-81.8757
263,Z1552986241,18158,Done,84.47,-10.461,glide-grid_6eti,,,-10.461,0.0,,,,,,,,,,,,,1.0,,,-10.461,-43.8871,-6.02649,-49.9136,2.67875,-74.5735
265,Z1753996693,6074,Done,50.69,-10.4602,glide-grid_6eti,,,-10.4602,-0.7,,,,,,,,,,,,,1.0,,,-10.4602,-42.1097,-5.23777,-47.3475,5.00399,-61.1553
266,Z997489784,5252,Done,99.06,-10.4565,glide-grid_6eti,,,-10.4565,0.0,,,,,,,,,,,,,1.0,,,-10.4565,-53.6133,-5.06384,-58.6771,6.72356,-97.2308
267,Z1081333438,19429,Done,30.77,-10.4563,glide-grid_6eti,,,-10.4563,-0.082883,,,,,,,,,,,,,1.0,,,-10.4563,-50.0646,-1.51561,-51.5803,8.66112,-56.0695
268,Z1515313696,4320,Done,62.35,-10.4561,glide-grid_6eti,,,-10.4561,-1.33,,,,,,,,,,,,,1.0,,,-10.4561,-33.87,-5.78671,-39.6567,12.5415,-60.8688
269,Z227835788,17570,Done,30.19,-10.4558,glide-grid_6eti,,,-10.4558,0.0,,,,,,,,,,,,,1.0,,,-10.4558,-51.6557,-0.146137,-51.8019,0.53197,-76.7202
270,Z746144502,18554,Done,99.69,-10.4539,glide-grid_6eti,,,-10.4539,-0.129698,,,,,,,,,,,,,1.0,,,-10.4539,-47.4811,-3.58024,-51.0614,6.68303,-74.8568
271,Z1156336732,8593,Done,109.06,-10.4534,glide-grid_6eti,,,-10.4534,-0.7,,,,,,,,,,,,,1.0,,,-10.4534,-50.3031,-3.91557,-54.2187,5.66282,-88.842
272,Z1870381606,9691,Done,34.46,-10.4505,glide-grid_6eti,,,-10.4505,-0.182752,,,,,,,,,,,,,1.0,,,-10.4505,-38.2412,-1.78909,-40.0303,4.81108,-36.8619
274,Z1148148252,10669,Done,144.25,-10.4439,glide-grid_6eti,,,-10.4439,0.0,,,,,,,,,,,,,1.0,,,-10.4439,-50.0636,-1.94296,-52.0066,3.38819,-84.6396
275,Z435469752,9550,Done,96.64,-10.4434,glide-grid_6eti,,,-10.4434,0.0,,,,,,,,,,,,,1.0,,,-10.4434,-48.2502,-4.18237,-52.4326,7.71768,-80.6256
276,Z1547964316,7922,Done,43.75,-10.4432,glide-grid_6eti,,,-10.4432,0.0,,,,,,,,,,,,,1.0,,,-10.4432,-39.3752,-3.75247,-43.1276,7.06266,-57.6312
277,Z2032300930,10906,Done,80.02,-10.4423,glide-grid_6eti,,,-10.4423,-0.7,,,,,,,,,,,,,1.0,,,-10.4423,-49.4326,-8.21541,-57.648,8.27533,-84.3315
279,Z2013014767,7625,Done,77.87,-10.4321,glide-grid_6eti,,,-10.4321,0.0,,,,,,,,,,,,,1.0,,,-10.4321,-47.5944,-0.878424,-48.4728,9.43704,-68.5053
280,Z1032706186,19181,Done,59.46,-10.4303,glide-grid_6eti,,,-10.4303,-0.554547,,,,,,,,,,,,,1.0,,,-10.4303,-45.2094,-4.46053,-49.6699,5.54631,-76.0739
281,Z2769377603,435,Done,51.52,-10.428,glide-grid_6eti,,,-10.428,0.0,,,,,,,,,,,,,1.0,,,-10.428,-45.2113,-3.72951,-48.9408,3.01285,-76.9617
282,Z1420131488,10830,Done,55.76,-10.4256,glide-grid_6eti,,,-10.4256,-0.7,,,,,,,,,,,,,1.0,,,-10.4256,-55.6776,-2.67284,-58.3505,3.64286,-91.6318
283,Z2178247912,4728,Done,55.36,-10.4256,glide-grid_6eti,,,-10.4256,0.0,,,,,,,,,,,,,1.0,,,-10.4256,-48.4653,-3.93638,-52.4017,6.50631,-82.6211
284,Z2171882959,11548,Done,53.74,-10.425,glide-grid_6eti,,,-10.425,0.0,,,,,,,,,,,,,1.0,,,-10.425,-42.0731,-3.2847,-45.3578,3.96671,-67.0569
285,Z1123906409,4268,Done,76.04,-10.4214,glide-grid_6eti,,,-10.4214,0.0,,,,,,,,,,,,,1.0,,,-10.4214,-52.4976,-3.23974,-55.7373,0.22687,-84.6645
286,Z928033794,6971,Done,60.25,-10.4188,glide-grid_6eti,,,-10.4188,-0.223996,,,,,,,,,,,,,1.0,,,-10.4188,-42.4077,-8.30626,-50.714,5.90693,-75.7254
287,Z211804788,10676,Done,87.93,-10.4174,glide-grid_6eti,,,-10.4174,-0.7,,,,,,,,,,,,,1.0,,,-10.4174,-47.0965,-6.49402,-53.5905,6.06551,-83.8641
288,Z1515799674,14756,Done,103.03,-10.4173,glide-grid_6eti,,,-10.4173,0.0,,,,,,,,,,,,,1.0,,,-10.4173,-50.2831,-3.28267,-53.5658,9.58637,-74.3528
289,Z605409652,2360,Done,72.91,-10.4158,glide-grid_6eti,,,-10.4158,0.0,,,,,,,,,,,,,1.0,,,-10.4158,-50.7537,-5.09465,-55.8483,1.02562,-90.1436
290,Z1507449679,17081,Done,45.03,-10.4129,glide-grid_6eti,,,-10.4129,0.0,,,,,,,,,,,,,1.0,,,-10.4129,-47.1161,-4.84421,-51.9603,7.93409,-68.8386
291,Z819813072,9616,Done,150.31,-10.4113,glide-grid_6eti,,,-10.4113,0.0,,,,,,,,,,,,,1.0,,,-10.4113,-52.5905,-3.26833,-55.8589,1.2314,-89.4661
292,Z2065942225,7038,Done,36.64,-10.4101,glide-grid_6eti,,,-10.4101,-0.96,,,,,,,,,,,,,1.0,,,-10.4101,-37.5493,-4.68184,-42.2311,3.25019,-59.0087
293,Z504972682,13878,Done,101.83,-10.4044,glide-grid_6eti,,,-10.4044,0.0,,,,,,,,,,,,,1.0,,,-10.4044,-55.5209,-1.95004,-57.4709,7.35643,-90.8643
296,Z1302594123,9688,Done,70.44,-10.3988,glide-grid_6eti,,,-10.3988,0.0,,,,,,,,,,,,,1.0,,,-10.3988,-42.6512,-1.58144,-44.2327,6.2174,-74.9196
299,Z2619734337,13148,Done,82.15,-10.3962,glide-grid_6eti,,,-10.3962,-0.7,,,,,,,,,,,,,1.0,,,-10.3962,-36.2465,-5.11325,-41.3598,8.2512,-62.0879
300,Z1119310462,2824,Done,138.9,-10.3954,glide-grid_6eti,,,-10.3954,0.0,,,,,,,,,,,,,1.0,,,-10.3954,-34.4778,-6.55666,-41.0344,15.1053,13.1631
301,Z1223956280,19396,Done,37.73,-10.3912,glide-grid_6eti,,,-10.3912,-0.7,,,,,,,,,,,,,1.0,,,-10.3912,-44.5267,-1.58599,-46.1127,4.43354,-69.5339
303,Z1596250341,2432,Done,96.48,-10.3909,glide-grid_6eti,,,-10.3909,-1.31312,,,,,,,,,,,,,1.0,,,-10.3909,-41.9448,-6.68504,-48.6298,7.26848,-62.8324
305,Z826361124,5831,Done,63.05,-10.388,glide-grid_6eti,,,-10.388,0.0,,,,,,,,,,,,,1.0,,,-10.388,-45.7455,-5.09767,-50.8432,1.97737,-78.0266
306,Z1523256650,12044,Done,162.91,-10.3868,glide-grid_6eti,,,-10.3868,-1.18,,,,,,,,,,,,,1.0,,,-10.3868,-45.1974,-7.26416,-52.4616,4.11447,-84.3429
307,Z1985548823,11922,Done,70.33,-10.3858,glide-grid_6eti,,,-10.3858,0.0,,,,,,,,,,,,,1.0,,,-10.3858,-49.9237,-1.90419,-51.8279,4.35794,-83.0476
308,Z1738583898,9813,Done,122.03,-10.3827,glide-grid_6eti,,,-10.3827,-0.48,,,,,,,,,,,,,1.0,,,-10.3827,-41.8275,-4.41032,-46.2379,1.63956,-71.2964
311,Z2028188562,9544,Done,57.0,-10.372,glide-grid_6eti,,,-10.372,-1.33,,,,,,,,,,,,,1.0,,,-10.372,-39.4503,-9.89722,-49.3475,4.22591,-69.3338
312,Z1507818019,18090,Done,76.43,-10.3705,glide-grid_6eti,,,-10.3705,0.0,,,,,,,,,,,,,1.0,,,-10.3705,-50.4556,-1.02345,-51.4791,1.45652,-89.5584
316,Z828892236,15708,Done,95.33,-10.3632,glide-grid_6eti,,,-10.3632,-0.404791,,,,,,,,,,,,,1.0,,,-10.3632,-45.8039,-6.08437,-51.8883,0.879377,-86.3403
319,Z2177543090,13096,Done,80.26,-10.3602,glide-grid_6eti,,,-10.3602,-0.7,,,,,,,,,,,,,1.0,,,-10.3602,-46.319,-5.49141,-51.8104,6.03869,-76.3426
320,Z3687013596,17675,Done,130.01,-10.3587,glide-grid_6eti,,,-10.3587,-0.7,,,,,,,,,,,,,1.0,,,-10.3587,-45.0655,-5.11252,-50.1781,2.27259,-76.9537
321,Z2625336809,10996,Done,76.99,-10.3581,glide-grid_6eti,,,-10.3581,-1.11943,,,,,,,,,,,,,1.0,,,-10.3581,-45.1115,-5.56391,-50.6754,5.0698,-80.8149
322,Z1989820718,18048,Done,31.4,-10.3577,glide-grid_6eti,,,-10.3577,-0.7,,,,,,,,,,,,,1.0,,,-10.3577,-39.7104,-2.83212,-42.5426,6.10617,-62.5366
324,Z1753998232,10568,Done,91.55,-10.3544,glide-grid_6eti,,,-10.3544,0.0,,,,,,,,,,,,,1.0,,,-10.3544,-43.7218,-3.78049,-47.5023,4.7163,-70.9471
326,Z1753047640,18518,Done,107.95,-10.354,glide-grid_6eti,,,-10.354,0.0,,,,,,,,,,,,,1.0,,,-10.354,-43.6516,-5.62341,-49.275,4.99371,-74.7711
329,Z940837262,15705,Done,93.9,-10.3491,glide-grid_6eti,,,-10.3491,-0.228997,,,,,,,,,,,,,1.0,,,-10.3491,-50.9849,-3.74655,-54.7315,1.53223,-87.2705
330,Z511928206,13255,Done,81.08,-10.3483,glide-grid_6eti,,,-10.3483,-0.221175,,,,,,,,,,,,,1.0,,,-10.3483,-50.8331,-1.30427,-52.1374,4.53724,-79.2718
331,Z1171650080,4267,Done,77.74,-10.3469,glide-grid_6eti,,,-10.3469,-0.680285,,,,,,,,,,,,,1.0,,,-10.3469,-49.2053,-4.04803,-53.2534,2.61741,-88.1943
332,Z509268006,19249,Done,80.61,-10.3466,glide-grid_6eti,,,-10.3466,0.0,,,,,,,,,,,,,1.0,,,-10.3466,-53.7934,-2.42614,-56.2196,2.06629,-84.8116
333,Z1537856522,8489,Done,87.46,-10.3458,glide-grid_6eti,,,-10.3458,-0.856948,,,,,,,,,,,,,1.0,,,-10.3458,-45.0917,-3.59865,-48.6903,6.7369,-63.3375
336,Z414247896,1095,Done,46.27,-10.344,glide-grid_6eti,,,-10.344,0.0,,,,,,,,,,,,,1.0,,,-10.344,-51.4206,-5.13489,-56.5555,6.16267,-74.1201
337,Z1574535572,8512,Done,105.08,-10.3436,glide-grid_6eti,,,-10.3436,-0.7,,,,,,,,,,,,,1.0,,,-10.3436,-37.8706,-7.01821,-44.8888,2.03218,-64.8419
338,Z1264443326,14836,Done,121.66,-10.3413,glide-grid_6eti,,,-10.3413,0.0,,,,,,,,,,,,,1.0,,,-10.3413,-52.5441,-4.58831,-57.1324,1.44923,-92.0389
339,Z2113591925,19349,Done,57.38,-10.3413,glide-grid_6eti,,,-10.3413,-0.430433,,,,,,,,,,,,,1.0,,,-10.3413,-50.584,-2.78113,-53.3651,0.970624,-80.4957
340,Z2051156494,12860,Done,92.75,-10.3392,glide-grid_6eti,,,-10.3392,-0.7,,,,,,,,,,,,,1.0,,,-10.3392,-49.9795,-5.27493,-55.2544,2.59318,-84.611
341,Z1143590479,733,Done,64.47,-10.3385,glide-grid_6eti,,,-10.3385,-0.806734,,,,,,,,,,,,,1.0,,,-10.3385,-44.6177,-6.32935,-50.947,5.33704,-74.8456
343,Z1890141927,8014,Done,62.87,-10.3346,glide-grid_6eti,,,-10.3346,-0.7,,,,,,,,,,,,,1.0,,,-10.3346,-42.9024,-3.77028,-46.6727,3.44697,-72.7323
344,Z2001522129,17050,Done,20.25,-10.3338,glide-grid_6eti,,,-10.3338,-0.7,,,,,,,,,,,,,1.0,,,-10.3338,-41.7602,-2.99644,-44.7566,2.13994,-68.4065
345,Z3068704737,7431,Done,120.3,-10.3325,glide-grid_6eti,,,-10.3325,-0.813822,,,,,,,,,,,,,1.0,,,-10.3325,-40.9702,-7.81106,-48.7813,9.24456,-77.007
347,Z1148442720,17047,Done,114.4,-10.3291,glide-grid_6eti,,,-10.3291,0.0,,,,,,,,,,,,,1.0,,,-10.3291,-56.0547,-1.60594,-57.6607,13.8542,-85.3539
348,Z1693293062,2555,Done,137.99,-10.3283,glide-grid_6eti,,,-10.3283,-1.16241,,,,,,,,,,,,,1.0,,,-10.3283,-44.3748,-7.63901,-52.0138,10.6459,-76.5938
350,Z1551693479,3268,Done,80.62,-10.3272,glide-grid_6eti,,,-10.3272,0.0,,,,,,,,,,,,,1.0,,,-10.3272,-46.6761,-1.77315,-48.4492,3.0988,-75.4423
352,Z2440863573,11447,Done,43.61,-10.3221,glide-grid_6eti,,,-10.3221,0.0,,,,,,,,,,,,,1.0,,,-10.3221,-51.4036,-5.6414,-57.045,1.47641,-85.4558
353,Z1753995353,277,Done,80.46,-10.321,glide-grid_6eti,,,-10.321,-0.7,,,,,,,,,,,,,1.0,,,-10.321,-42.2021,-5.36423,-47.5663,6.79903,-63.8667
354,Z2375682572,7227,Done,76.31,-10.3203,glide-grid_6eti,,,-10.3203,0.0,,,,,,,,,,,,,1.0,,,-10.3203,-39.7322,-4.837,-44.5692,5.89689,-62.056
355,Z3019526781,8150,Done,76.03,-10.3201,glide-grid_6eti,,,-10.3201,0.0,,,,,,,,,,,,,1.0,,,-10.3201,-51.302,-2.78186,-54.0838,11.78,-70.6748
357,Z2656269897,16036,Done,91.33,-10.3181,glide-grid_6eti,,,-10.3181,-0.609008,,,,,,,,,,,,,1.0,,,-10.3181,-48.5964,-5.35621,-53.9527,3.14978,-82.504
358,Z814231618,1247,Done,83.25,-10.3169,glide-grid_6eti,,,-10.3169,-0.7,,,,,,,,,,,,,1.0,,,-10.3169,-44.5095,-1.71466,-46.2242,1.79172,-74.1991
359,Z1544437419,1969,Done,55.72,-10.3162,glide-grid_6eti,,,-10.3162,0.0,,,,,,,,,,,,,1.0,,,-10.3162,-46.6309,-1.67962,-48.3106,18.212,-65.7666
360,Z3687104686,14397,Done,176.64,-10.3157,glide-grid_6eti,,,-10.3157,-1.03981,,,,,,,,,,,,,1.0,,,-10.3157,-45.9427,-5.02658,-50.9693,4.80569,-71.7885
361,Z1239273170,11038,Done,41.56,-10.3149,glide-grid_6eti,,,-10.3149,-0.7,,,,,,,,,,,,,1.0,,,-10.3149,-46.2143,-3.96877,-50.183,3.84279,-78.5468
362,Z1919914815,18908,Done,46.28,-10.3148,glide-grid_6eti,,,-10.3148,0.0,,,,,,,,,,,,,1.0,,,-10.3148,-46.1059,-2.10835,-48.2142,0.903257,-72.2648
363,Z2012986261,10829,Done,52.04,-10.3088,glide-grid_6eti,,,-10.3088,0.0,,,,,,,,,,,,,1.0,,,-10.3088,-56.6739,-1.98254,-58.6564,0.612589,-95.4473
364,Z2958052096,15021,Done,87.75,-10.3081,glide-grid_6eti,,,-10.3081,-0.48,,,,,,,,,,,,,1.0,,,-10.3081,-42.6247,-4.33714,-46.9618,6.62745,-68.3808
367,Z807649252,7891,Done,135.86,-10.3027,glide-grid_6eti,,,-10.3027,-1.1479,,,,,,,,,,,,,1.0,,,-10.3027,-42.3888,-4.49876,-46.8876,9.06074,-70.7228
368,Z1131269666,17072,Done,72.7,-10.3018,glide-grid_6eti,,,-10.3018,-0.438363,,,,,,,,,,,,,1.0,,,-10.3018,-46.2493,-5.93729,-52.1866,3.13026,-77.023
369,Z1144666990,3292,Done,42.35,-10.3011,glide-grid_6eti,,,-10.3011,-0.473618,,,,,,,,,,,,,1.0,,,-10.3011,-44.9713,-0.791314,-45.7626,2.25887,-72.2871
370,Z18647522,4936,Done,147.3,-10.3007,glide-grid_6eti,,,-10.3007,-0.0733129,,,,,,,,,,,,,1.0,,,-10.3007,-49.7906,-7.92581,-57.7164,6.38169,-91.7164
371,Z1070062648,19999,Done,58.57,-10.2996,glide-grid_6eti,,,-10.2996,-0.831433,,,,,,,,,,,,,1.0,,,-10.2996,-41.0314,-5.3313,-46.3627,4.55463,-66.1931
